index,premise,hypothesis,pattern,type,section_id,pattern_label,lexical_jaccard,lexical_coverage,digits_premise,digits_hypothesis,pct_premise,pct_hypothesis,units_premise,units_hypothesis,numeric_total,neg_premise,neg_hypothesis,neg_total,words_premise,words_hypothesis,trial_primary,trial_secondary
417,"INTERVENTION 1: 
  Pilot Phase: FMX Then MM-398
  FMX phase: Subjects received a single bolus IV injection of 5 mg/kg FMX (up to 510 mg) on Day 1. Subjects underwent FMX-MRI scans and pre-MM-398 treatment biopsies on Days 1 to 4.
  MM-398 Treatment phase: Within 7 days of the FMX infusion, subjects received up to 70 mg/m^2 MM-398 FBE (C1D1) administered as an IV infusion over 90 minutes, repeated every 2 weeks until disease progression, unacceptable toxicity or withdrawal of consent.

INTERVENTION 1: 
  Lapatinib 1500 mg + Paclitaxel 80 mg/m^2
  Participants received lapatinib 1500 mg QD in combination with IV paclitaxel 80 mg/m^2 weekly on Day 1, Day 8, and Day 15 of a 4-week cycle until disease progression or withdrawal from study treatment due to unacceptable toxicity or withdrawal of consent.","the primary trial and the secondary trial do not use the same drugs, dosages or frequency of administration in their interventions, however they do both use intravenous injections and MRIs.",11,Comparison,Intervention,Les 2 corrects,0.05263157894736842,0.20833333333333334,49.0,0.0,0.0,0.0,10.0,0.0,59.0,0.0,1.0,1.0,144.0,30.0,1.0,1.0
418,"INTERVENTION 1: 
  ALT-801 0.015 mg/kg/Dose
  0.015 mg/kg/dose of ALT-801
INTERVENTION 2: 
  ALT-801 0.040 mg/kg/Dose
  0.040 mg/kg/dose of ALT-801",cohort 1 of the primary trial is administered less than half the dose of ALT-801 as cohort 2,10,Single,Intervention,P1✓ KATE✗,0.2727272727272727,0.375,30.0,5.0,0.0,0.0,4.0,0.0,39.0,0.0,0.0,0.0,34.0,19.0,1.0,0.0
419,"Adverse Events 1:
  Total: 0/147 (0.00%)",Cohort 1 of the primary trial did not report any Aes,11,Single,Adverse Events,Les 2 corrects,0.058823529411764705,0.09090909090909091,8.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,8.0,11.0,1.0,0.0
420,"Patients who require use of coumarin-derivative anticoagulants such as warfarin are excluded. Low molecular weight heparin is permitted for prophylactic or therapeutic use. Low-dose warfarin (less than or equal to 1 mg/day) is permitted.

Inclusion Criteria:
  Subjects with histopathologically confirmed diagnosis of advanced breast, gastric, head and neck, liver and non-small cell lung cancer.
  For subjects with non-small cell lung cancer only:
  Most recent treatment must be erlotinib and subjects must have had a radiographic partial or complete response to treatment as defined by RECIST criteria and should be currently progressing after the documented response.
  A documented mutation in EGFR exons 19 or 21
  Subjects must have no further standard of care options or have refused standard therapy
  Measurable or evaluable disease
  Age  18 years
  ECOG performance < 2
  Life expectancy  3 months
  If female, neither pregnant or lactating
  If of child bearing potential, must use adequate birth control
  Absolute neutrophil count  1,500/µL; platelets  100,000/µL;
  Creatinine  1.5x upper limit of normal (ULN) or calculated creatinine clearance  60mL/min/1.73m2
  Total bilirubin  1.5x ULN; AST/ALT  2.5x ULN. In subjects with documented liver metastases, the AST/ALT may be  5x ULN
  Prothrombin time 1.5x ULN, unless receiving therapeutic anticoagulation
  Serum magnesium and potassium within normal limits (may use supplements to achieve normal values)
  Subjects with brain metastases are eligible if controlled on a stable dose  10mg prednisone/day or its equivalent dose of steroids
  Able to render informed consent and to follow protocol requirements.
Exclusion Criteria:
  Anticancer therapy within 4 weeks of study entry.
  Use of investigational agent(s) within 30 days of study entry
  History of cardiac disease with a New York Heart Association (NYHA) Class II or greater congestive heart failure (CHF), myocardial infarction (MI) or unstable angina in the past 6 months prior to Day 1 of treatment, serious arrhythmias requiring medication for treatment.
  Known infection with human immunodeficiency virus (HIV), hepatitis B or hepatitis C. Subjects with liver cancer and hepatitis may be eligible.","warfarin based treatments are prohibited for the primary trial candidates, however they may still be eligible for the secondary trial.",10,Comparison,Eligibility,P1✓ KATE✗,0.031818181818181815,0.4117647058823529,41.0,0.0,0.0,0.0,8.0,0.0,49.0,3.0,0.0,3.0,340.0,20.0,1.0,1.0
421,"Inclusion Criteria:
  Adults with histologically or cytologically confirmed breast adenocarcinoma
  radiographic evidence of at least one bone mets
  Easter Cooperative Oncology Group status of 0, 1 or 2;
  adequate organ function
Exclusion Criteria:
  Current or prior IV bisphosphonate administration
  current or prior oral bisphosphonates for bone mets
  life expectancy of less than 6 months

  Patients must have histologically confirmed breast cancer that is ER positive and/or PR positive, and HER2/neu negative and have disease that is metastatic (stage IV)
  HER2/neu negative disease determined using commercially available/approved assay in local institutional or reference laboratory, according to American Society of Clinical Oncology (ASCO)/College of American Pathologists (CAP) guidelines (IHC 0-1+ or 2+ with HER2/17 ratio on FISH <= 1.8).
  ER/PR expression performed by standard immunohistochemical assay and classified as ER and/or PR-positive according to ASCO/CAP guidelines (1-100% expression)
  Histologic and/or cytologic confirmation of metastatic disease is encouraged whenever feasible, furthermore, if feasible, the biopsy should confirm that the metastatic tumor is ER and/or PR positive and HER2/neu negative. For patients in whom histologic biopsy confirmation and/or assessment of ER/PR/HER2 of metastatic disease is not feasible, it is required that the primary tumor be ER and/or PR-positive and HER2/neu negative.","Patients with histologically confirmed stage 4 breast adenocarcinoma that is either ER positive, PR positive or HER2/neu negative are eligible for both the secondary trial and the primary trial.",01,Comparison,Eligibility,P1✗ KATE✓,0.16393442622950818,0.7407407407407407,21.0,2.0,1.0,0.0,1.0,0.0,25.0,1.0,0.0,1.0,218.0,30.0,2.0,1.0
422,"Adverse Events 1:
  Total: 2/4 (50.00%)
  Febrile neutropenia * 0/4 (0.00%)
  Anaemia * 0/4 (0.00%)
  Vertigo * 0/4 (0.00%)
  Nausea * 0/4 (0.00%)
  Stomatitis * 0/4 (0.00%)
  Vomiting * 0/4 (0.00%)
  Upper gastrointestinal haemorrhage * 0/4 (0.00%)
  Disease progression * 0/4 (0.00%)
  Mucosal inflammation * 0/4 (0.00%)
  Fatigue * 0/4 (0.00%)
  Pyrexia * 0/4 (0.00%)
  Gastroenteritis * 0/4 (0.00%)
Adverse Events 2:
  Total: 2/5 (40.00%)
  Febrile neutropenia * 2/5 (40.00%)
  Anaemia * 0/5 (0.00%)
  Vertigo * 0/5 (0.00%)
  Nausea * 0/5 (0.00%)
  Stomatitis * 0/5 (0.00%)
  Vomiting * 0/5 (0.00%)
  Upper gastrointestinal haemorrhage * 0/5 (0.00%)
  Disease progression * 1/5 (20.00%)
  Mucosal inflammation * 0/5 (0.00%)
  Fatigue * 0/5 (0.00%)
  Pyrexia * 0/5 (0.00%)
  Gastroenteritis * 0/5 (0.00%)",The same perecentage of patients suffered adverse events in both cohorts of the primary trial,11,Single,Adverse Events,Les 2 corrects,0.05,0.15384615384615385,136.0,0.0,26.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,146.0,15.0,1.0,0.0
423,"Outcome Measurement: 
  Progression Free Survival (PFS)
  PFS is defined as the time from randomization to the earlier of disease progression or death due to any cause. Disease progression is defined using Response Evaluation Criteria In Solid Tumors Criteria (RECIST v1.1), as a 20% increase in the sum of the longest diameter of target lesions, or progression in a non-target lesion, or the appearance of new lesions. The primary analysis of PFS was based on PFS events determined retrospectively by the central independent review committee, blinded to treatment assignment and investigator assessments according to RECIST 1.1 criteria.
  Time frame: Evaluated every 6 - 9 weeks following treatment initiation
Results 1: 
  Arm/Group Title: Capecitabine
  Arm/Group Description: Capecitabine administered on Days 1 through 14 of each 21 day cycle until disease progression, discontinuation due to toxicity, withdrawal of consent, or end of study.
  Overall Number of Participants Analyzed: 109
  Median (95% Confidence Interval)
  Unit of Measure: months  2.8        (1.6 to 3.2)
Results 2: 
  Arm/Group Title: CDX-011
  Arm/Group Description: CDX-011 administered on Day 1 of each 21 day cycle until disease progression, discontinuation due to toxicity, withdrawal of consent, or end of study.
  Overall Number of Participants Analyzed: 218
  Median (95% Confidence Interval)
  Unit of Measure: months  2.9        (2.8 to 3.5)",The patient with the longest PFS in the primary trial survived 3.5 months without disease progression or death,00,Single,Results,Les 2 en erreur,0.10256410256410256,0.7058823529411765,46.0,2.0,3.0,0.0,3.0,1.0,55.0,1.0,0.0,1.0,221.0,19.0,2.0,0.0
424,"Adverse Events 1:
  Total: 5/14 (35.71%)
  Ileus 1/14 (7.14%)
  General disorders and administration site conditions - Other, disease progression 2/14 (14.29%)
  Infections and infestations - Other, pneumonia 1/14 (7.14%)
  Acute kidney injury 1/14 (7.14%)",None of the individual adverse event types recorded in the primary trial affected more than a quarter of the patient cohort,10,Single,Adverse Events,P1✓ KATE✗,0.022727272727272728,0.05555555555555555,33.0,0.0,5.0,0.0,0.0,0.0,38.0,0.0,1.0,1.0,42.0,21.0,1.0,0.0
425,"Outcome Measurement: 
  Number of Participants With Treatment-emergent AEs at Cycle 1
  [Not Specified]
  Time frame: At the end of Cycle 1 (each cycle is 21 days)

Outcome Measurement: 
  Total Sleep Time as Measured by Polysomnography (PSG)
  Polysomnography (PSG) was done to measure the total sleep time in minutes. It was measured as a change in total sleep time between the before and after 1st cycle of treatment with Lenalidomide.","the primary trial is evaluating the number of patients who suffer treatment related adverse events, whereas the secondary trial measures the Mean sleep time of its patients in hours.",11,Comparison,Results,Les 2 corrects,0.13559322033898305,0.34782608695652173,5.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,70.0,29.0,1.0,1.0
426,"Adverse Events 1:
  Total: 45/106 (42.45%)
Adverse Events 2:
  Total: 7/103 (6.80%)",More patients in cohort 1 of the primary trial suffered adverse events than in cohort 2.,11,Single,Adverse Events,Les 2 corrects,0.18181818181818182,0.2857142857142857,18.0,2.0,2.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,16.0,16.0,1.0,0.0
427,"Inclusion Criteria:
  Scheduled to receive neoadjuvant chemotherapy for the treatment of newly diagnosed, locally advanced breast cancer or scheduled to receive neoadjuvant endocrine therapy with the eventual goal of surgery of newly diagnosed clinical stage II-III ER+ HER2- breast cancer (for the endocrine therapy cohort)
  At least 18 years of age
  Female
  Able to understand and willing to sign an IRB-approved written informed consent document
Exclusion Criteria:
  Pregnant and/or breastfeeding
  Prior history of breast cancer
  Prior history of chest wall radiation
  Prior history of breast reconstruction, reduction, or augmentation

  Patient must be 18 and older
  Patients must have histologically confirmed (by routine H&E staining) invasive adenocarcinoma or Ductal Carcinoma In Situ of the left breast.
  Patients must have undergone a segmental mastectomy (SM) or Mastectomy
  Patients must not have received prior radiation therapy to the breast at any time for any reason.
  Any patient with active local-regional disease prior to registration is not eligible.
  Patients must not be pregnant due to the potential for fetal harm as a result of this treatment regimen. Women of child-bearing age will be given a serum pregnancy test prior to study entry to ensure they are not pregnant. Women of child-bearing potential must use effective non-hormonal contraception while undergoing radiation therapy.
  Patients must not have a serious medical or psychiatric illness which prevents informed consent or compliance with treatment.
  All patients must be informed of the investigational nature of this study and give written informed consent in accordance with institutional and federal guidelines.
Exclusion Criteria:
  Patients requiring oxygen
  Sarcoma or Squamous Cell pathology
  Right-sided breast cancers
  Metastatic disease to the breast",Morbidly obese and pregnant patients can be eligible for the primary trial and the secondary trial.,11,Comparison,Eligibility,Les 2 corrects,0.04487179487179487,0.5384615384615384,5.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,6.0,276.0,16.0,1.0,1.0
428,"Outcome Measurement: 
  Number of Participants (Par.) With Clinical Benefit (CB) at Week 12 and Week 24
  Par. with CB are defined as those with complete response (CR), partial response (PR), or stable disease (SD) for >=12 or 24 weeks. Per Response Evaluation Criteria In Solid Tumors (RECIST), Version 1.1, CR is defined as the disappearance of all target lesions, PR is defined as a >=30% decrease in the sum of the longest diameter (LD) of target lesions, taking as a reference the baseline sum LD, and SD is defined as neither sufficient shrinkage to qualify for PR nor sufficient increase to qualify for progressive disease (PD), taking as a reference the smallest sum LD since the treatment started.
  Time frame: Week 12 and Week 24
Results 1: 
  Arm/Group Title: Lapatinib 1250 mg and Vinorelbine 20 mg/m^2
  Arm/Group Description: Participants received 1250 milligram (mg) tablets lapatinib once a day and vinorelbine 20 mg/meters squared (m^2) intravenously on Day 1 and Day 8, and every 3 weeks.
  Overall Number of Participants Analyzed: 25
  Measure Type: Number
  Unit of Measure: participants  Week 12, CR: 0
  Week 12, PR: 4
  Week 12, SD: 12
  Week 24, CR: 0
  Week 24, PR: 4
Week 24, SD: 10",The majority of patients in the primary trial experienced complete response by week 24.,11,Single,Results,Les 2 corrects,0.06422018348623854,0.5384615384615384,56.0,2.0,1.0,0.0,10.0,0.0,69.0,0.0,0.0,0.0,209.0,14.0,1.0,0.0
429,"INTERVENTION 1: 
  Arm 1
  Herceptin/navelbine
INTERVENTION 2: 
  Arm 2
  Taxotere/carboplatin/herceptin",Both interventions in the primary trial include the same dose of Paraplatin,11,Single,Intervention,Les 2 corrects,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,12.0,1.0,0.0
430,"Uncontrolled intercurrent illness including, but not limited to, ongoing or active infection, symptomatic congestive heart failure, unstable angina pectoris, cardiac arrhythmia, or psychiatric illness/social situations that would limit compliance with study requirements.

  Score of 3+ on the Sleep Disruption Evaluation form, OR a score of 8+ on Insomnia Severity Index (ISI)",Patients suffering from severe insomnia and schizophrenia are excluded from both the primary trial and the secondary trial,11,Comparison,Eligibility,Les 2 corrects,0.034482758620689655,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,52.0,18.0,1.0,1.0
431,"INTERVENTION 1: 
  Abl Cells IV + Cyclophosphamide 30 mg/kg
  Phase 1 Cyclophosphamide Dose Escalation: Fludarabine 5x25mg/m^2 + Cyclophosphamide 2x30mg/kg + Cells intravenous (IV)
INTERVENTION 2: 
  Abl Cells IV + Cyclophosphamide 60 mg/kg
  Phase 1 Cyclophosphamide Dose Escalation: Fludarabine 5x25mg/m2 + Cyclophosphamide 2x60mg/kg + Cells intravenous (IV)

INTERVENTION 1: 
  DM-CHOC-PEN - Arm 1
  Cohort 1: Patients without liver involvement or history of liver disease, will be treated at a dose of 98.7 mg/m2.
  Patients will discontinue dosing with DM-CHOC-PEN when there are any unacceptable toxicities, progression of cancer or patient compliance.
  4-Demethyl-4-cholestryloxycarbonylpenclomedine: This will be an open-label, uncontrolled two-arm, multi-center study in patients with CNS involvement from melanoma, breast, lung cancers or primary malignancies of the CNS. Patients can be previously treated with radiation and systemic therapies and are eligible if they also have other sites of cancer involvement.
INTERVENTION 2: 
  DM-CHOC-PEN - Arm 2
  Cohort 2: Patients with liver involvement or history of disease will be treated at a dose of 85.8 mg/m2.
  Patients will discontinue dosing with DM-CHOC-PEN when there are any unacceptable toxicities, progression of cancer or patient compliance.
  4-Demethyl-4-cholestryloxycarbonylpenclomedine: This will be an open-label, uncontrolled multi-center study in patients with CNS involvement from melanoma, breast, lung cancers or primary malignancies of the CNS. Patients can be previously treated with radiation and systemic therapies and are eligible if they also have other sites of cancer involvement.",The interventions in the primary trial and the secondary trial both require patients to undergo a weekly cycle of 4-Demethyl-4-cholestryloxycarbonylpenclomedine,11,Comparison,Intervention,Les 2 corrects,0.1,0.5263157894736842,40.0,2.0,0.0,0.0,8.0,0.0,50.0,0.0,0.0,0.0,250.0,23.0,3.0,1.0
432,"Outcome Measurement: 
  Overall Tumor Response (OR)
  OR was defined as the percentage of participants experiencing either a confirmed complete response (CR) or a confirmed partial response (PR) according to Response Evaluation Criteria in Solid Tumors (RECIST) criteria 1.0. CR is defined as the disappearance of all lesions (target and/or non-target). PR is defined as at least a 30% decrease in the sum of the longest dimensions (LD) of target lesions taking as a reference the baseline sum LD, with non-target lesions not increased or absent.
  Time frame: Start of treatment to disease progression or death or discontinuation from study or at least 28 days after last dose (up to Week 131)
Results 1: 
  Arm/Group Title: Lapatinib 1000 mg + Nab-Paclitaxel
  Arm/Group Description: Participants received Lapatinib 1000 milligram (mg) tablets orally daily 1 hour before or after a meal along with a Nab-paclitaxel infusion at a dose of 100 mg/ m^2 intravenously over 30 minutes on Day 1, 8, and 15, in a 4-week cycle, for at least 6 cycles.
  Overall Number of Participants Analyzed: 60
  Measure Type: Number
  Unit of Measure: percentage of participants  53",Over 1/2 patients in the primary trial treated with Lapatinib 1000 mg + Nab-Paclitaxel experienced a confirmed complete response (CR) .,01,Single,Results,P1✗ KATE✓,0.13559322033898305,0.7619047619047619,35.0,6.0,1.0,0.0,4.0,1.0,47.0,3.0,0.0,3.0,194.0,21.0,1.0,0.0
433,"Adverse Events 1:
  Total: 0/344 (0.00%)
Adverse Events 2:
  Total: 0/342 (0.00%)

Adverse Events 1:
  Total: 0/24 (0.00%)
Adverse Events 2:
  Total:","There were no cardiac or phsyciatric Aes recorded during the primary trial and the secondary trial, however several other types of Aes were observed.",11,Comparison,Adverse Events,Les 2 corrects,0.0,0.0,24.0,0.0,3.0,0.0,0.0,0.0,27.0,0.0,1.0,1.0,28.0,24.0,1.0,1.0
434,"INTERVENTION 1: 
  Yttrium-90 Radioembolization
  Selective internal radiation therapy using Yttrium-90 glass microspheres (TheraSphere)

INTERVENTION 1: 
  Phase 1b
  In the Phase 1b (safety portion) of the study, a starting dose of 560 mg of ibrutinib and 10 mg/kg of MEDI4736 will be explored and will follow a 6 + 3 dose de-escalation design and will include a sentinel participant which will have a 3-day observation period prior to dosing of subsequent participants. Participants with one of the following three tumor types will be eligible for enrollment: NSCLC (adenocarcinoma and squamous-cell carcinoma), breast cancer (triple-negative and HER2-positive cancer), and Pancreatic cancer (adenocarcinoma).","The the primary trial intervention consists of Radioembolization using Yttrium-90 glass microspheres and TheraSpheres, on the other hand the secondary trial intervention consists of 560 mg of ibrutinib and 10 mg/kg of MEDI4736 twice daily for a month.",10,Comparison,Intervention,P1✓ KATE✗,0.21176470588235294,0.6206896551724138,21.0,11.0,0.0,0.0,4.0,3.0,39.0,0.0,0.0,0.0,107.0,40.0,1.0,1.0
435,"INCLUSION CRITERIA:
  Phase Ib: Patient must have histologically or cytologically documented solid tumor malignancies.
  Phase II: Patients must have histologically or cytologically confirmed locally advanced, unresectable or metastatic carcinoma of the breast.
  Patient is male or female and 18 years of age on the day of signing informed consent.
  Patient must have performance status of 0-2 on the Eastern Cooperative Oncology Group (ECOG) Performance Scale and life expectancy > 3 months.
  Patient must have evaluable disease. Measureable disease is not required
  Patient must have adequate organ function
  Female patient of childbearing potential must have a negative serum or urine pregnancy test quantitative human chorionic gonadotropin (β-hCG) within 72 hours prior to receiving the first dose of study medication and agree to the use of effective methods of contraception while on study.
  Any number of prior lines of chemotherapy in the metastatic setting is allowed.
  Concomitant use of bisphosphonates is allowed.
  Patients with stable and clinically insignificant CNS disease are allowed. Patients must be off steroids with no new CNS symptoms or findings on radiographic imaging for 1 month.
  Patients willing and able to complete the questionnaires.
  Patients willing and able to comply with the study protocol for the duration of the study.
  Written informed consent prior to any study-specific screening procedures with the understanding that the patient may withdraw consent at any time without prejudice.
EXCLUSION CRITERIA:
  Patients who have had chemotherapy or radiotherapy within two weeks, 4 weeks for nitrosoureas, mitomycin C, pegylated-doxorubicin and one half-life for bevacizumab, hormone therapy within one week, trastuzumab within 2 weeks or lapatinib within one week of study Day 1.
  If the patient has residual toxicity from prior treatment, toxicity must be  Grade 1.
  Patients with non-healing surgical wounds. Patients must be at least two weeks from a major surgical procedure, and surgical wounds must be completely healed.
  Patients with known active central nervous system (CNS) metastases and/or carcinomatous meningitis. However, patients with CNS metastases who have completed a course of therapy would be eligible for the study provided they are clinically stable for at least 1 month prior to entry as defined as:
  no evidence of new or enlarging CNS metastasis
  off steroids that are used to minimize surrounding brain edema. Patients with clinically insignificant brain metastases that do not require treatment are eligible.
  Patients with known hypersensitivity to the components of study drug or its analogs.
  Significant cardiovascular impairment:
  Congestive heart failure, Clinically significant cardiac arrhythmia, history or current evidence of a myocardial infarction during the last 6 months, and/or a current ECG tracing that is abnormal in the opinion of the treating Investigator, or unstable angina
  QTc prolongation >480 msec (Bazett's Formula) or congenitally long QT syndrome (LQTS)
  Severe/uncontrolled concurrent illness/infection
  Patients with other active, current primary malignancies, other than carcinoma in situ of the cervix or non-melanoma skin cancer
  Patients with > Grade 1 neuropathy at screening
  Patients with a hypersensitivity to halichondrin B and/or halichondrin B chemical derivative
  Patient is pregnant or breastfeeding, or expecting to conceive or father children within the projected duration of the study.
  Patients with other significant disease or disorders that, in the Investigator's opinion, would exclude the patient from the study

  smoker",Any patients that is currently a smoker cannot participate in either the primary trial or the secondary trial.,11,Comparison,Eligibility,Les 2 corrects,0.03676470588235294,0.625,18.0,0.0,0.0,0.0,7.0,0.0,25.0,6.0,1.0,7.0,540.0,18.0,2.0,1.0
436,"INTERVENTION 1: 
  Hydrophor (Group A)
  Group A (current standard of care): Patients will be instructed (by nurses and with printed study materials) to apply a thin layer of the Hydrophor daily, starting at the onset of radiation therapy (RT) and continuing until 2 weeks after the final RT session or until the RT site is healed (whichever is first). Hydrophor application should include the entire treatment area, including the axillae and shoulder/back area in patients treated with modified radical mastectomy. To avoid possible build-up effects, patients should not apply the Hydrophor within 4 hours of receiving RT. Patients should wash the application area daily with perfume-free soap and tap water. Patients will be asked to refrain from using other topical agents in the irradiated area.
  Hydrophor (Group A): Rehydrates dry, chapped or chafed skin
May be used alone as a skin lubricant or protectant
INTERVENTION 2: 
  MediHoney (Group B)
  Group B (study target): Patients will be instructed (by nurses and with printed study materials) to apply a thin layer of the Medihoney daily, starting at the onset of RT and continuing until 2 weeks after the final RT session or until the RT site is healed (whichever is first). Medihoney application should include the entire treatment area, including the axillae and shoulder/back area in patients treated with modified radical mastectomy. To avoid possible build-up effects, patients should not apply the Medihoney within 4 hours of receiving RT. Patients should wash the application area daily with perfume-free soap and tap water. Patients will be asked to refrain from using other topical agents in the irradiated area.
  MediHoney (Group B): It helps the body's natural healing processes in three key ways which have been shown to have healing benefits:
  Maintain a balanced environment for healing.
  Aids in reducing dermatitis.
  Reduce affected area pH.2-3

INTERVENTION 1: 
  Arm A1: 90 mg PF-05212384 + Docetaxel
  Participants with castrate resistant prostate cancer (CRPC), advanced breast cancer (ABC), or non-small cell lung cancer (NSCLC) that were candidates to treatment with a docetaxel-based combination. Each treatment cycle was defined as 21 days. Participants received intravenous infusion of PF-05212384 90 mg once on Day -7 and Cycle 1 Day 2, and docetaxel 75 mg/m2 1-hour IV infusion once on Cycle 1 Day 1. On Day 1 for Cycles 2 and beyond, participants received docetaxel 75 mg/m2 1-hour IV infusion once followed by PF-05212384 90 mg once. The maximum duration of PF-05212384 treatment was 505 days and the maximum duration of docetaxel treatment was 445 days.
INTERVENTION 2: 
  Arm A2: 110 mg PF-05212384 + Docetaxel
  Participants with CRPC, ABC, or NSCLC that were candidates to treatment with a docetaxel-based combination. Each treatment cycle was defined as 21 days. Participants received intravenous infusion of PF-05212384 110 mg once on Day -7 and Cycle 1 Day 2, and docetaxel 75 mg/m2 1-hour IV infusion once on Cycle 1 Day 1. On Day 1 for Cycles 2 and beyond, participants received docetaxel 75 mg/m2 1-hour IV infusion once followed by PF-05212384 110 mg once. The maximum duration of PF-05212384 treatment was 505 days and the maximum duration of docetaxel treatment was 445 days.","the primary trial is testing the effects of different gels on its study groups, whereas the secondary trial is testing different doses of the same treatment on its study group.",11,Comparison,Intervention,Les 2 corrects,0.0427807486631016,0.42105263157894735,137.0,0.0,0.0,0.0,22.0,0.0,159.0,3.0,0.0,3.0,546.0,30.0,1.0,1.0
437,"INTERVENTION 1: 
  Group A - Botulinum Toxin Type A
  100 Units of Botulinum toxin A diluted in 5 mL 0.9% Sodium Chloride (NaCl) in the pectoralis major muscle in each operated breast
  Botulinum Toxin Type A
INTERVENTION 2: 
  Group B - Placebo
  5 mL 0.9% NaCl injection to the pectoralis major muscle in each operated breast
  Placebo: 5 mL 0.9% NaCl solution to mimic Botulinum Toxin Type A

INTERVENTION 1: 
  Phase 1: MLN8237 10 mg
  MLN8237 (alisertib) 10 milligram (mg), enteric-coated tablets, orally, twice daily for 7 days followed by 14 days of rest period in 21-day treatment cycles for a maximum of 24 months, or until progressive disease, unacceptable treatment-related toxicity, or initiation of a different anticancer therapy during Phase 1 portion of the study.
INTERVENTION 2: 
  Phase 1: MLN8237 20 mg
  MLN8237 (alisertib) 20 mg, enteric-coated tablets, orally, twice daily for 7 days followed by 14 days of rest period in 21-day treatment cycles for a maximum of 24 months, or until progressive disease, unacceptable treatment-related toxicity, or initiation of a different anticancer therapy during Phase 1 portion of the study.",None of the cohort of the primary trial or the secondary trial receive enteric-coated tablets,00,Comparison,Intervention,Les 2 en erreur,0.07407407407407407,0.5,58.0,0.0,3.0,0.0,12.0,0.0,73.0,0.0,1.0,1.0,190.0,16.0,1.0,1.0
438,"Exclusion Criteria:
  Any of the following current (=< 4 weeks prior) or planned therapies:
  Antineoplastic chemotherapy (anti-HER2 agents allowed)
  Androgens
  Estrogens (any delivery route)
  Progestogens","Any patients that have undergone Antineoplastic chemotherapy, Androgens, Estrogens or Progestogens therapy in the last 2 years before study entry are excluded from the primary trial.",10,Single,Eligibility,P1✓ KATE✗,0.1951219512195122,0.32,2.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,25.0,26.0,1.0,0.0
439,"INTERVENTION 1: 
  Part 1 and Part 2: Talazoparib (Breast Cancer)
  Participants with breast cancer who received talazoparib capsules in Part 1 and 2 at a dose of either 600 mcg/day, 900 mcg/day, 1000 mcg/day, 1100 mcg/day.
INTERVENTION 2: 
  Part 1 and Part 2: Talazoparib (Ovarian/ Peritoneal Cancer)
  Participants with ovarian/ peritoneal cancer who received talazoparib capsules in Part 1 and 2 at a dose of either 25 mcg/day, 50 mcg/day, 100 mcg/day, 200 mcg/day, 400 mcg/day, 600 mcg/day, 900 mcg/day, 1000 mcg/day, 1100 mcg/day.",Breast Cancer patients in the primary trial are administered 1000 mcg/day of talazoparib whereas Ovarian/ Peritoneal Cancer patients in the primary trial receive only 25 mcg/day talazoparib instead.,01,Single,Intervention,P1✗ KATE✓,0.2619047619047619,0.5238095238095238,51.0,6.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,97.0,30.0,2.0,0.0
440,"Outcome Measurement: 
  Assessment of Colorectal, Breast, and Cervical Cancer Screening Up to Date Status
  Comparison of the proportion of patients who were up to date for colorectal cancer, breast cancer and cervical cancer screenings before and after the intervention. (Chart Review)
  Time frame: Baseline - 12 months
Results 1: 
  Arm/Group Title: Collaborative Care Intervention (CCI)
  Arm/Group Description: Participants assigned to the CCI group received the Prevention Care Management (PCM) intervention, as well as motivational support to initiate or follow up on mental health treatment and linkages to social support services
  Overall Number of Participants Analyzed: 378
  Measure Type: Number
  Unit of Measure: Percentage (%) of Participants  Colorectal Cancer Screening - Baseline: 22.0
  Colorectal Cancer Screening - Follow Up: 56.9
  Breast Cancer Screening - Baseline: 43.9
  Breast Cancer Screening - Follow Up: 66.7
  Cervical Cancer Screening - Baseline: 42.3
  Cervical Cancer Screening - Follow Up: 61.6",Only 61 Cervical Cancer patients in cohort 1 of the primary trial were up to date for their screenings before the intervention.,11,Single,Results,Les 2 corrects,0.1744186046511628,0.7142857142857143,24.0,3.0,0.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,145.0,22.0,1.0,0.0
441,"Diarrhea 7/30 (23.33%)

  Diarrhoea 0/6 (0.00%)
  Diarrhoea 0/6 (0.00%)",Diarrhoea was more common for the primary trial participants than the secondary trial participants,11,Comparison,Adverse Events,Les 2 corrects,0.05263157894736842,0.09090909090909091,17.0,0.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,15.0,14.0,1.0,1.0
