index,premise,hypothesis,true_label,predicted_label,is_correct,premise_len,hypothesis_len,prompt_len,length_bin,type,section_id
212,"INTERVENTION 1: 
  Sunitinib + Paclitaxel
  Starting sunitinib doses of 25 mg daily. After Cycle 1, escalation to 37.5 mg daily was permitted in the absence of complicated neutropenia and if all 3 Cycle 1 paclitaxel doses were successfully administered at 90 mg/m^2, at discretion of the investigator. Paclitaxel could have been reduced to 65 mg/m^2 based on tolerability; re-escalation to 80 or 90 mg/m^2 upon recovery was permitted.
INTERVENTION 2: 
  Bevacizumab + Paclitaxel
  Bevacizumab 10 mg/kg; infusion duration according to standard of care. Paclitaxel starting dose of 90 mg/m^2, as a 1 hour infusion. Paclitaxel could have been reduced to 65 mg/m^2 based on tolerability; re-escalation to 80 or 90 mg/m^2 upon recovery was permitted.","The difference between cohort 1 and 2 of the primary trial is that cohort 1 is administered 25 mg of sunitinib daily, whereas cohort 2 recieves 90 mg/m^2 paclitaxel",Contradiction,Contradiction,True,745,164,909,Moyen,Single,Intervention
213,"No history of abdominal fistula, gastrointestinal perforation or intrabdominal abscess in the past 6 months
  No history of myocardial infarction (MI), stroke or transient ischemic attacks in the last 6 months
  No history of significant psychiatric disorders","Patients can not have a history of abdominal fistula, gastrointestinal perforation,myocardial infarction (MI), stroke , transient ischemic attacks, intrabdominal abscess or significant psychiatric disorders within the last 6 months if they want to participate in the primary trial",Entailment,Entailment,True,259,280,539,Moyen,Single,Eligibility
214,"INTERVENTION 1: 
  Baseline
  All patients that are evaluable for joint aches and vitamin D levels.
INTERVENTION 2: 
  Post Vitamin D Repletion (1 Month)
  Patients with vitamin D deficiency who experience myalgias, arthralgias and/or joint stiffness.

INTERVENTION 1: 
  Epoetin Beta
  Anemic breast cancer participants received epoetin beta (NeoRecormon®) at a dose of 30000 International Units (IU) as subcutaneous (SC) injection once every week for a total of 12 weeks. Adjustments in the dose were implemented based on the participant's blood hemoglobin levels.","Candidates for the secondary trial study group receive weekly subcutaneous (SC) injections, whereas the primary trial participants do not receive any injections.",Entailment,Entailment,True,566,161,727,Moyen,Comparison,Intervention
215,"Mammography completed on a General Electric (GE) GE FFDM system (with craniocaudal (CC) and mediolateral oblique (MLO) views) at the site or another clinical facility;

Inclusion Criteria:
  Able to give written informed consent to participate in the study
  Able to read and write English
  Patients with breast lesions that are non-palpable that require surgical removal
  Lesions and/or clip targetable with image guidance
Exclusion Criteria:
  Multicentric breast cancer
  Stage IV breast cancer
  Pregnant or lactating females","candidates must undergo a Mammography before being able to participate in the primary trial, this is not required for the secondary trial.",Entailment,Contradiction,False,531,138,669,Moyen,Comparison,Eligibility
216,"Female participants with reproductive potential agree to use 2 forms of highly effective contraception during the study and for the following 3 months
  Male participants must use a barrier method of contraception during the study and for the following 3 months
  Phase 1
  Have evidence of a solid tumor that is locally advanced and/or metastatic (excluding primary brain tumor)
  Phase 2
  Have disease measurable by Response Evaluation Criteria in Solid Tumors (RECIST) v.1.1
  Small Cell Lung Cancer (SCLC), must have failed platinum-containing therapy
  Breast Cancer, be Estrogen Receptor positive and/or Progesterone Receptor positive, but Human Epidermal Growth Factor Receptor 2 (HER2) negative, and must have failed a hormone therapy and a Cyclin-dependent kinase 4/6 (CDK4/6) inhibitor",patients of any gender can be eligible for both phases of the primary trial if they have evidence of a ER negative breast cancer.,Contradiction,Contradiction,True,796,129,925,Moyen,Single,Eligibility
217,"Exclusion Criteria:
  History of bilateral mastectomy, osteoporosis or renal impairment.

Exclusion Criteria:
  Severe claustrophobia",Women suffering from both claustrophobia and osteoporosis or not eligible for either the primary trial or the secondary trial.,Entailment,Entailment,True,133,126,259,Court,Comparison,Eligibility
218,"ANGINA PECTORIS 1/2002 (0.05%)
  CARDIAC ARREST 1/2002 (0.05%)
  CARDIAC FAILURE 1/2002 (0.05%)
  CARDIAC TAMPONADE 1/2002 (0.05%)",All of the Aes recorded for cohort 1 of the primary trial are related to mental health,Contradiction,Contradiction,True,130,86,216,Court,Single,Adverse Events
219,"Inclusion Criteria:
  Voluntarily signed and dated written informed consent
  Age between 18 and 75 years old (both inclusive)
  Eastern Cooperative Oncology Group (ECOG) performance status (PS) of  1
  Life expectancy  3 months.
  Patients with a histologically/cytologically confirmed diagnosis of advanced and/or unresectable disease of any of the following tumors:
  Breast cancer
  Epithelial ovarian cancer or gynecological cancer
  Head and neck squamous cell carcinoma
  Non-small cell lung cancer
  Small cell lung cancer
  Platinum-refractory germ-cell tumors.
  Adenocarcinoma or carcinoma of unknown primary site
  Adequate bone marrow, renal, hepatic, and metabolic function
  Recovery to grade  1 or to baseline from any Adverse Event (AE) derived from previous treatment (excluding alopecia of any grade).
  Pre-menopausal women must have a negative pregnancy test before study entry and agree to use a medically acceptable method of contraception throughout the treatment period and for at least six weeks after treatment discontinuation
Exclusion Criteria:
  Prior treatment with PM01183 or weekly paclitaxel or nanoalbumin-paclitaxel
  Patients who have previously discontinued paclitaxel-based regimes due to drug related toxicity.
  Known hypersensitivity to bevacizumab or any component of its formulation
  Patients who have previously discontinued bevacizumab-containing regimes due to drug-related toxicity.
  More than three prior lines of chemotherapy
  Less than three months since last taxane-containing therapy.
  Wash-out period:
  Less than three weeks since the last chemotherapy-containing regimen
  Less than three weeks since the last radiotherapy dose
  Less than four weeks since last monoclonal antibody-containing therapy
  Concomitant diseases/conditions:
  Unstable angina, myocardial infarction, valvular heart disease, encephalopathy, ischemic attacks, hemorrhagic or ischemic cerebrovascular accident (CVA) or ongoing pulmonary embolism within last year, arrhythmia, hepatopathy, uncontrolled infection, hemoptysis or oxygen requiring dyspnea, known HIV infection, bleeding risk, muscular problems, peripheral neuropathy, Symptomatic or progressive brain metastases or leptomeningeal disease.
  Men or pre-menopausal women who are not using an effective method of contraception as previously described; actively breast feeding women.
  Patients who have pelvic irradiation with doses  45 Grays (Gy).
  History of previous bone marrow and/or stem cell transplantation.
  Confirmed bone marrow involvement",Patients with a histologically/cytologically confirmed diagnosis of a resectable Non-small cell lung breast cancer or Small cell lung cancer are eligible for the primary trial,Contradiction,Contradiction,True,2547,175,2722,Long,Single,Eligibility
220,"INTERVENTION 1: 
  Dexamethasone 8 mg
  Dexamethasone 8 mg pre-operative
  Dexamethasone: pre-operative intravenous administration
INTERVENTION 2: 
  Dexamethasone 24 mg
  Dexamethasone 24 mg pre-operative
  Dexamethasone: pre-operative intravenous administration","cohort 1 of the primary trial receive pre-operative Dexamethasone, whereas cohort 2 recieves Dexamethasone 2 hours after the operation.",Contradiction,Contradiction,True,263,135,398,Court,Single,Intervention
221,"Women of child-bearing potential (WOCBP) unwilling or unable to use an acceptable method of birth control to avoid pregnancy for the entire study period and up to 6 months after treatment with bevacizumab.
  Women who were pregnant or breastfeeding.
  Women with a positive pregnancy test on enrollment or prior to study drug administration.
  Sexually active fertile men, whose partners were WOCBP, not using an adequate method of birth control.","Women of child-bearing potential and Sexually active fertile men are eligible for the primary trial, but they will need to commit to abstinence for the entire study period",Contradiction,Contradiction,True,446,171,617,Moyen,Single,Eligibility
222,"INTERVENTION 1: 
  Pyridoxine
  Arm I: Patients receive doxorubicin HCl liposome IV 40mg/m2 over 1 hour on day 1 and oral pyridoxine 100 mg twice daily on days 1-28.
INTERVENTION 2: 
  Placebo
  Arm II: Patients receive doxorubicin HCl liposome IV 40mg/m2 over 1 hour on day 1 and oral placebo 100 mg twice daily on days 1-28.

INTERVENTION 1: 
  High-dose Oxybutynin Chloride Group
  Patients receive higher dose oxybutynin chloride on days 15-49 in the absence of unacceptable toxicity.
INTERVENTION 2: 
  Low-dose Oxybutynin Chloride Group
  Patients receive lower dose oxybutynin chloride PO BID on days 8-49 in the absence of unacceptable toxicity.","the primary trial had one test group and one placebo group, the secondary trial had 1 test group and 1 control group.",Contradiction,Entailment,False,653,117,770,Moyen,Comparison,Intervention
223,"Adverse Events 1:
  Total: 3/12 (25.00%)
  Hemoglobin 1/12 (8.33%)
  Alkaline phosphatase 1/12 (8.33%)
  Dehydration 1/12 (8.33%)
  Syncope 2/12 (16.67%)
  Dyspnea 1/12 (8.33%)
  Hypotension 1/12 (8.33%)

Adverse Events 1:
  Total: 0/115 (0.00%)
  Deep vein thrombosis * [1]0/115 (0.00%)
Adverse Events 2:
  Total: 1/119 (0.84%)
  Deep vein thrombosis * [1]1/119 (0.84%)","The most commonly occuring adverse event across the patient cohorts of the primary trial and the secondary trial was Syncope, which occurred in 25.00% of the primary trial patients.",Contradiction,Contradiction,True,370,181,551,Moyen,Comparison,Adverse Events
224,"Inclusion Criteria:
  Women 18 years
  Histologically or cytologically confirmed diagnosis of metastatic breast cancer
  Measurable or nonmeasurable disease defined by Response Evaluation Criteria In Solid Tumors (RECIST)
Exclusion Criteria:
  Number of prior chemotherapy lines of treatment in the metastatic setting 2","There are no conditions on mental mental health, bodyweight, age, Karnofsky/ECOG score or previous treatments that need to be met in order to be eligible for the primary trial",Contradiction,Contradiction,True,319,175,494,Court,Single,Eligibility
225,"Adverse Events 1:
  Total: 0/344 (0.00%)
Adverse Events 2:
  Total: 0/342 (0.00%)

Adverse Events 1:
  Total: 0/24 (0.00%)
Adverse Events 2:
  Total:",There were no cardiac or psychiatric Aes recorded during the primary trial and the secondary trial.,Entailment,Entailment,True,149,99,248,Court,Comparison,Adverse Events
226,"INTERVENTION 1: 
  Suramin and Paclitaxel
  Suramin will be infused weekly over 30 minutes. Four hours after the completion of the suramin infusion the 1 hour infusion of paclitaxel will begin.

INTERVENTION 1: 
  Patients Undergoing Mastectomy Surgery
  Number of individuals having mastectomy surgery who were approached for participation in the trial","Suramin and Paclitaxel are administered to all patients in the primary trial, and the secondary trial intervention section does not describe what drugs are to be administered.",Entailment,Entailment,True,353,175,528,Moyen,Comparison,Intervention
227,"INTERVENTION 1: 
  Active Breathing Coordination
  Patients will receive radiation therapy at a dose of 180-200 cGy per fraction for 23-27 fractions to a total dose of 4600 - 4860 cGy. Additional radiation to the lumpectomy bed or mastectomy scar is at the discretion of the treating physician. The total dose to the tumor bed or mastectomy scar cannot exceed 6600cGy. Treatments will be given Monday through Friday.
  Patients in this group were treated with Active Breathing Coordinator:
  A SPECT scan will be obtained at baseline and at 6 months follow to determine changes in cardiac perfusion
INTERVENTION 2: 
  No Active Breathing Coordination
  Patients will receive radiation therapy at a dose of 180-200 cGy per fraction for 23-27 fractions to a total dose of 4600 - 4860 cGy. Additional radiation to the lumpectomy bed or mastectomy scar is at the discretion of the treating physician. The total dose to the tumor bed or mastectomy scar cannot exceed 6600cGy. Treatments will be given Monday through Friday.
  (Patient ARE NOT treated with ABC) A SPECT scan will be obtained at baseline and at 6 months follow to determine changes in cardiac perfusion","Patients in cohort 1 and 2 of the primary trial receive the same doses of radiation therapy, and all undergo a SPECT scan.",Entailment,Contradiction,False,1162,122,1284,Long,Single,Intervention
228,"Inclusion Criteria:
  Female patients with histologically/cytologically proven metastatic breast carcinoma (stage IV, or recurrent with local or regional spread or distant metastatic disease)
  Adequate bone marrow, liver, and renal function
Exclusion Criteria:
  Adjuvant chemotherapy given in the past 12 months
  Uncontrolled brain metastases",There are no conditions on hepatic function for participants of the primary trial,Contradiction,Contradiction,True,345,81,426,Court,Single,Eligibility
229,"Palpitations 1/106 (0.94%)
  Pericardial effusion 2/106 (1.89%)
  Abdominal pain 2/106 (1.89%)

Adverse Events 1:
  Total: 0/12 (0.00%)","More Palpitations, Pericardial effusions and Abdominal pains were recorded in the primary trial than in the secondary trial.",Entailment,Contradiction,False,135,124,259,Court,Comparison,Adverse Events
230,"INTERVENTION 1: 
  Treated
  Subjects enrolled with device placed and treated with partial breast irradiation",The the primary trial intervention section does not outline a treatment cycle or any description of the treatment,Contradiction,Contradiction,True,109,113,222,Court,Single,Intervention
231,"Adverse Events 1:
  Total: 0/4 (0.00%)
Adverse Events 2:
  Total: 0/5 (0.00%)

Adverse Events 1:
  Total: 1/50 (2.00%)
  Lymphoma  [1]1/50 (2.00%)
Adverse Events 2:
  Total: 0/11 (0.00%)
  Lymphoma  [1]0/11 (0.00%)","There are no unexpected deaths or Hospitalizations that occurred in the primary trial or the secondary trial, the only AEs recorded were 3 cases of Lymphoma.",Contradiction,Contradiction,True,214,157,371,Court,Comparison,Adverse Events
232,"INTERVENTION 1: 
  Adult Cancer Patients 65 Years of Age and Older
  Vaccine Responses Against Pneumococcus and Influenza in Adult Cancer Patients 65 Years of Age and Older
INTERVENTION 2: 
  Healthy Volunteers
  Vaccine Responses Against Pneumococcus and Influenza in Adults 65 Years of Age and Older",Participants in cohort 1 of the primary trial are administered with Pneumococcus vaccine and those in cohort 2 are administered an Influenza vaccine.,Contradiction,Contradiction,True,301,149,450,Court,Single,Intervention
233,"Potassium within the normal range of 3.5-5.3 mEq/L

Inclusion Criteria:
  Women enrolled in STAR trial at a site participating in Co-STAR
  65 years of age or older
  Have been randomized into STAR but have not started taking the study drug OR enrolled in STAR for a minimum of one year
  Have not been diagnosed with dementia
  Have signed a separate consent document for the Co-STAR Study
  Previous diagnoses of chronic neurologic disease (Parkinson's disease, stroke, epilepsy, multiple sclerosis), history of head injury, depression, alcohol addiction, drug addiction, and other neurologic or psychiatric conditions will be recorded but will not serve as exclusion factors for this study
Exclusion Criteria:
  Not enrolled in the STAR Trial
  Younger than 65 years of age
  Diagnosed with dementia",Hypokalemic patients are excluded from the primary trial but may be eligible for the secondary trial,Entailment,Entailment,True,802,100,902,Moyen,Comparison,Eligibility
234,"INTERVENTION 1: 
  Arm A (ANA)
  Patients receive oral anastrozole as 1 mg film-coated tablets, once daily for 6 months.
  anastrozole: Given orally
INTERVENTION 2: 
  Arm B (FULV)
  Patients receive fulvestrant intramuscularly ( 250 mg/5 ml solution) on days 1, 14, and 28 and then once a month thereafter until 6 months.
  fulvestrant: Given intramuscularly","Paclitaxel is only used in the cohort 1 intervention of the primary trial, whereas cohort 2 is administered fulvestrant instead",Contradiction,Contradiction,True,359,127,486,Court,Single,Intervention
235,"INTERVENTION 1: 
  Neoadjuvant Therapy
  Neoadjuvant therapy will consist of epirubicin (100 mg/m^2) + cyclophosphamide (600 mg/m^2) every 2 weeks for 4 cycles; followed by a 3-week break; followed by docetaxel (75 mg/m^2) every 2 weeks for 4 cycles + trastuzumab (6 mg/kg [loading dose] once then 4 mg/kg [maintenance dose]) every 2 weeks for 4 treatments.","participants in the primary trial receive 4 different drugs throughout the study duration, with a maximum dose of 100 mg/m^2",Contradiction,Entailment,False,357,124,481,Court,Single,Intervention
236,"INTERVENTION 1: 
  Intervention
  Validated, web-based risk assessment is being used to assess personalized risk and generate a risk report
  risk assessment survey; decision support for providers for prevention based on risk
INTERVENTION 2: 
  Control
Usual care","Neither cohort of the primary trial recieves any counselling, risk assessment or CBT in the interventions.",Contradiction,Contradiction,True,263,106,369,Court,Single,Intervention
237,"Inclusion Criteria:
  Phase I and Phase II portions of the study:
  18 years of age or older
  Chronic pain with average 24 hour intensity rated at least 3 on a verbal numerical scale from 0-10 during the 24 hours prior to study entry.
  Give informed consent to participate in this study.
  Karnofsky Performance Score (KPS) >= to 80
  Negative urine pregnancy test, verified by the study nurse, at study entry (for women of child-bearing potential). Patients must also use a medically approved contraceptive method during the study period.
  Phase I only:
  Responsible companion living with patient during study.
  Phase II only:
  Group 1 -- Patients must be taking chronic opioid therapy (long acting morphine, long acting oxycodone, transdermal fentanyl) at a stable dose for a minimum of four days. The dose of as needed short acting opioid does not need to be stable.
  Group 2 -- Patients must not be receiving opioids and must have cancer related neuropathic pain secondary to post-chemotherapy peripheral neuropathy, post-radiation and/or post surgical plexopathy, radiculopathy or neuropathy, or post- herpetic neuralgia.
Exclusion Criteria:
  Phase I and Phase II:
  Known hypersensitivity to methadone
  Patient taking methadone or with a history of methadone treatment within one month of study enrollment.
  Patient that requires changes in the dose of one of the following medications within 2 weeks of study enrollment:
  Abacavir,
  Benzodiazepines,
  Carbamazepine,
  Efavirenz,
  Fluconazole,
  Fluvoxamine,
  FOS amprenavir,
  Fosphenytoin,
  Naltrexone,
  Nelfinavir,
  Nevirapine,
  Phenytoin,
  Rifampin,
  Rifapentine,
  Risperidone,
  Ritonavir,
  St. John's Wort,
  Zidovudine
  Hepatic function tests (SGOT, alkaline phosphatase, bilirubin) greater than 2 times the upper limit of normal or creatinine greater than 1.4 within 30 days of study entry.
  Neurologic or psychiatric disease sufficient, in the investigator's opinion, to compromise data collection.
  Women who are pregnant or nursing.
  Women of childbearing potential who do not agree to use a medically recognized method of contraception during the study period.

Inclusion Criteria:
  planned unilateral mastectomy with or without axillary dissection or sentinel node in the study period
  informed signed consent
Exclusion Criteria:
  Chronic/ongoing use of glucocorticoids (except inhalation therapy)
  ongoing use of immunosuppressive therapy
  insulin dependent diabetes
  pregnancy/breastfeeding
  allergies toward study medication, or medication in a standard treatment
  contralateral surgery (lumpectomy/mastectomy) at time of mastectomy
  surgery cannot be performed",the primary trial uses separate inclusion and exclusion criteria for its 2 phases whereas the secondary trial uses separate criteria for healthy and cancer patients.,Contradiction,Contradiction,True,2669,165,2834,Long,Comparison,Eligibility
238,"Adverse Events 1:
  Total: 1/9 (11.11%)
  Death, not otherwise specified 0/9 (0.00%)
  Pain, bone 1/9 (11.11%)
Adverse Events 2:
  Total: 1/9 (11.11%)
  Death, not otherwise specified 1/9 (11.11%)
  Pain, bone 0/9 (0.00%)

Adverse Events 1:
  Total: 1/208 (0.48%)
  Neutrophils/granulocytes (ANC/AGC) 1/208 (0.48%)
Adverse Events 2:
  Total: 0/201 (0.00%)
  Neutrophils/granulocytes (ANC/AGC) 0/201 (0.00%)",Across both the primary trial and the secondary trial over 10 deaths were recorded in the adverse events.,Contradiction,Contradiction,True,406,105,511,Court,Comparison,Adverse Events
239,"Breast tumor 1 centimeter (cm) in diameter, HR+, HER2-.

DISEASE CHARACTERISTICS:
  Diagnosis of locally advanced or metastatic breast cancer
  Recurrent, refractory or progressive disease after receiving prior anthracycline, taxane, and capecitabine therapy
  Prior anthracycline and taxane therapy may have been as neoadjuvant, or adjuvant therapy if disease progression is documented within a year of completing that agent
  Received prior capecitabine therapy for metastatic or recurrent disease
  Measurable disease
  Bone metastases requires other disease present that can be measured
  No brain metastases, unless documented to be controlled post-completion of local therapy (surgery and/or radiation therapy) for at least 4 weeks
  No meningeal carcinomatosis
  No malignant effusion as the only site of disease recurrence
  Hormone receptor status not specified
  PATIENT CHARACTERISTICS:
  Menopausal status not specified
  Performance status of 0-2
  Creatinine  1.5 mg/dL OR creatinine clearance  40 mL/min
  Hemoglobin  10 g/dL
  ANC  1,500/mm^3
  Platelet count  100,000/mm^3
  Bilirubin normal or hyperbilirubinemia < grade 1 (unless due to Gilbert syndrome with elevated total but normal levels of conjugated bilirubin)
  Not pregnant or nursing
  Fertile patients must use effective contraception
  No other non-breast malignancy, except nonmelanoma skin cancer
  No other serious underlying medical condition, that in the opinion of the treating physician, would make study protocol unreasonably hazardous for the patient or would preclude the patient's ability to comply with the study protocol
  PRIOR CONCURRENT THERAPY:
  See Disease Characteristic
  Recovered from all prior chemotherapy or radiotherapy to NCI CTC grade  1
  Unlimited documented prior chemotherapy regimens allowed
  No prior irinotecan hydrochloride or etoposide
  No Hypericum perforatum (St. John's wort) 14 days prior to, during, or 7 days after completion of study therapy
  At least 7 days since prior and no concurrent phenytoin, carbamazepine, phenobarbital, or any other enzyme-inducing anticonvulsant drug (EIACD)
  No concurrent aprepitant","Patients with a breast tumor 0.2-0.8 cm in diameter, with confirmed HR positive and her2 negative status are eligible for both the primary trial and the secondary trial",Entailment,Contradiction,False,2141,168,2309,Long,Comparison,Eligibility
240,"Adverse Events 1:
  Total: 77/122 (63.11%)
  Anaemia 1/122 (0.82%)
  Thrombocytopenia 1/122 (0.82%)
  Pericardial effusion 3/122 (2.46%)
  Supraventricular tachycardia 2/122 (1.64%)
  Acute myocardial infarction 1/122 (0.82%)
  Atrial fibrillation 1/122 (0.82%)
  Sinus tachycardia 1/122 (0.82%)
  Ventricular tachycardia 1/122 (0.82%)
  Hypothyroidism 1/122 (0.82%)
  Abdominal pain 4/122 (3.28%)

Adverse Events 1:
  Clostridium difficile colitis 0/6 (0.00%)",There are more cases of Biliary colic and Clostridium difficile colitis in the secondary trial than in the primary trial.,Contradiction,Contradiction,True,460,121,581,Moyen,Comparison,Adverse Events
241,"Outcome Measurement: 
  Pathologic Complete Response in Breast and Axillary Lymph Nodes.
  Number of participants with no histologic evidence of invasive tumor cells in the surgical breast specimen, axillary nodes after neoadjuvant chemotherapy
  Time frame: At time of surgery, approximately 7 months
Results 1: 
  Arm/Group Title: Arm 1: Paclitaxel + Trastuzumab Then A C
  Arm/Group Description: 4 cycles of paclitaxel 80 mg/m2 on Days 1, 8, and 15 of a 28-day cycle. Trastuzumab concurrently with paclitaxel weekly for a total of 16 doses (4 mg/kg loading dose, then 2 mg/kg weekly). Following paclitaxel/trastuzumab, standard AC every 21 days for 4 cycles. Following surgery, trastuzumab (8 mg/kg loading dose, then 6 mg/kg) every 3 weeks to complete 1 year of targeted therapy (either preoperative trastuzumab therapy or neratinib therapy)
  Paclitaxel
  Trastuzumab
  Doxorubicin
  Cyclophosphamide
  Overall Number of Participants Analyzed: 42
  Measure Type: Count of Participants
  Unit of Measure: Participants  16  38.1%
Results 2: 
  Arm/Group Title: Arm 2: Paclitaxel + Neratinib Then A C
  Arm/Group Description: 4 cycles of paclitaxel 80 mg/m2 on Days 1, 8, and 15 of a 28-day cycle. Neratinib 240 mg orally once daily beginning on Day 1 of paclitaxel and continuing through Day 28 of the final cycle of paclitaxel. Following paclitaxel/neratinib therapy, standard AC every 21 days for 4 cycles. Following surgery, trastuzumab (8 mg/kg loading dose, then 6 mg/kg) every 3 weeks to complete 1 year of targeted therapy (either preoperative trastuzumab therapy or neratinib therapy)
  Paclitaxel
  Neratinib
  Doxorubicin
  Cyclophosphamide
  Overall Number of Participants Analyzed: 42
  Measure Type: Count of Participants
  Unit of Measure: Participants  14  33.3%",More than 42 patients in both cohorts of the primary trial experienced Pathologic Complete Response in Breast and Axillary Lymph Nodes after approximately 7 months after the surgery,Contradiction,Contradiction,True,1780,181,1961,Long,Single,Results
242,"Inclusion Criteria:
  Women histologically diagnosed with carcinoma of the breast
  Women with non-palpable malignant lesions, requiring image guided localization.
  Undergoing lumpectomy (partial mastectomy) procedure.
  Age 18 years or more
  Signed ICF
Exclusion Criteria:
  Multicentric disease (histologically diagnosed cancer in two different quadrants of the breast)
  Bilateral disease (diagnosed cancer in both breasts)
  Neoadjuvant systemic therapy
  Previous radiation in the operated breast
  Prior surgical procedure in the same breast
  Implants in the operated breast
  Pregnancy
  Lactation
  Participating in any other investigational study for either drug or device which can influence collection of valid data under this study.

Inclusion Criteria:
  Patients undergoing immediate tissue expander reconstruction following mastectomy by any of the surgeon co-investigators are eligible for the study.
  Patients 18 years of age or older are eligible for the study.
  Patients undergoing skin-sparing mastectomy utilizing bioprosthetic mesh are eligible for the study.
  Patients who have not undergone autologous tissue breast reconstruction and intend to undergo implant only breast reconstruction.
  Patients who intend to remain under the MDACC surgeon's care until completion of the reconstruction.
Exclusion Criteria:
  Patients with prior radiation to the breast/chest wall of the ipsilateral breast .
  Patients who cannot be effectively reconstructed without the use of bioprosthetic mesh.
  Patients who are current smokers.
  Patients requiring additional intra-operative skin resections of greater than 1cm beyond the skin edge as a result of mastectomy flap devascularization.
  Patients who have a history of breast tissue expander or implant placement.",All patients eligible for the secondary trial are also eligible for the primary trial.,Contradiction,Contradiction,True,1785,86,1871,Long,Comparison,Eligibility
243,"Adverse Events 1:
  Total: 0/4 (0.00%)
Adverse Events 2:
  Total: 0/5 (0.00%)

Adverse Events 1:
  Total: 1/50 (2.00%)
  Lymphoma  [1]1/50 (2.00%)
Adverse Events 2:
  Total: 0/11 (0.00%)
  Lymphoma  [1]0/11 (0.00%)",There are no unexpected deaths or Hospitalizations that occurred in the primary trial or the secondary trial,Entailment,Entailment,True,214,108,322,Court,Comparison,Adverse Events
244,"Outcome Measurement: 
  Invasive Disease-free Survival (iDFS) in Neratinib Arm Compared to Placebo Arm at Year 2
  Invasive disease-free survival time is defined as the time from date of randomization until the first disease recurrence of the following events: invasive ipsilateral breast tumor recurrence, invasive contralateral breast cancer, local/regional invasive recurrence, distant recurrence and death from any cause.
  Time frame: From randomization until time of event up to 2 years
Results 1: 
  Arm/Group Title: Neratinib
  Arm/Group Description: Patients who completed prior adjuvant trastuzumab received six 40 mg neratinib tablets (240 mg) taken orally once daily with food, preferably in the morning, continuously for one year. Therapy continued until unacceptable toxicity, recurrent disease, death, or withdrawal of consent occurred.
  Overall Number of Participants Analyzed: 1420
  Measure Type: Number
  Unit of Measure: percentage of participants with events  4.7
Results 2: 
  Arm/Group Title: Placebo
  Arm/Group Description: Patients who completed prior adjuvant trastuzumab received six 40 mg placebo tablets (240 mg) taken orally once daily with food, preferably in the morning, continuously for one year. Therapy continued until unacceptable toxicity, recurrent disease, death, or withdrawal of consent occurred.
  Overall Number of Participants Analyzed: 1420
  Measure Type: Number
  Unit of Measure: percentage of participants with events  7.5",The Neratinib group of the primary trial had a lower rate of iDFS than the placebo group,Contradiction,Contradiction,True,1474,88,1562,Long,Single,Results
245,"INTERVENTION 1: 
  Paced Breathing (15 Min Once Daily, 6 Breaths/Min)
  Patients practice paced breathing for 15 minutes once daily, 6 breaths/min, 5-7 days weekly, following an instructional compact disc (CD), for 8 weeks.
INTERVENTION 2: 
  Paced Breathing (15 Min Twice Daily, 6 Breaths/Min)
  Patients practice paced breathing for 15 minutes twice daily, 6 breaths/min, 5-7 days weekly, following an instructional compact disc (CD), for 8 weeks.","Cohorts 1 and 2 of the primary trial follow the same paced breathing instructional CD, however cohort 2 practices twice a day.",Entailment,Entailment,True,449,126,575,Moyen,Single,Intervention
246,"Outcome Measurement: 
  Change in Cognitive Function Over 1 Year in Premenopausal Breast Cancer Patients Who Receive Adjuvant Tamoxifen (T) Alone Against Those Receive Adjuvant Tamoxifen (T+OFS) or Exemestane (E+OFS) With Ovarian Function Suppression (OFS)
  Objective cognitive function measured with CogState, a computerized test battery of 7 tasks: Detection, Identification, Monitoring, Memory, Learning, International Shopping List Task (ISLT) and ISLT-Delayed Recall. Performance speed is measured for Detection/Identification/Monitoring and performance accuracy is measured for Memory/Learning/ISLT/ISLT-Delayed Recall. Performance speed calculated as mean of the log10 transformed reaction time for correct responses (lower score=better); performance accuracy calculated as arcsine transformation of the proportion of correct responses (higher scores=better). Main outcome measure is a composite score (average of task scores after transformation and standardization by age-specific norms). A positive standardized score indicates that a patient performed better than average; a negative standardized score indicates below average results. Patients complete assessments at baseline and 1 year after randomization to parent IBCSG 24-02 (SOFT) study.
  Time frame: 1 year after patient randomization to parent IBCSG 24-02 study
Results 1: 
  Arm/Group Title: Tamoxifen
  Arm/Group Description: Tamoxifen 20mg orally daily for 5 years
  Overall Number of Participants Analyzed: 20
  Mean (Standard Deviation)
  Unit of Measure: standardized units  -.04         (0.49)
Results 2: 
  Arm/Group Title: Ovarian Function Suppression
  Arm/Group Description: Tamoxifen 20mg orally daily or Exemestane 25mg orally daily for 5 years plus ovarian function suppression (OFS; triptorelin (GnRH analogue) 3.75 mg by im injection q28 days for 5 years; or surgical oophorectomy; or ovarian irradiation)
  Note: Data were collected separately for the T+OFS and E+OFS participants in the parent study, IBCSG 24-02 (SOFT). The sample size for this Co-SOFT substudy was small, so the analysis plan was revised to pre-specify collective analysis for all patients receiving OFS.
  Overall Number of Participants Analyzed: 54
  Mean (Standard Deviation)
  Unit of Measure: standardized units  -0.21         (0.92)","On average both cohorts of the primary trial suffered a deterioration in cognitive function, however this was not the case for all patients",Entailment,Entailment,True,2297,139,2436,Long,Single,Results
